新出房源，业主诚售，单价低，楼层好，视野开阔,信和花园 , 4室2厅 , 156.48平米 ,81人关注 , 共46次带看 , 30天以前发布,980,单价62628元/平米,https://sh.lianjia.com/ershoufang/107100334644.html,浦东,1 
老街 一期多层 南北通透 精装修 满五唯一,绿地南桥新苑 , 3室2厅 , 119.23平米 ,14人关注 , 共0次带看 , 5个月以前发布,395,单价33130元/平米,https://sh.lianjia.com/ershoufang/107001071887.html,奉贤,2
水岸家苑 2室1厅 245万,水岸家苑 , 2室1厅 , 80.21平米 ,22人关注 , 共0次带看 , 一年前发布,245,单价30545元/平米,https://sh.lianjia.com/ershoufang/107001502381.html,奉贤,2
满五唯一+大学城边上+南北正通高区采棒+看中可谈,海韵馨苑 , 3室2厅 , 137.52平米 ,54人关注 , 共2次带看 , 5个月以前发布,235,单价17089元/平米,https://sh.lianjia.com/ershoufang/107001699669.html,奉贤,2
新南家园 5室3厅 380万,新南家园 , 5室3厅 , 126.06平米 ,25人关注 , 共1次带看 , 一年前发布,380,单价30145元/平米,https://sh.lianjia.com/ershoufang/107002020117.html,奉贤,2
真源小区 1室2厅 315万,真源小区 , 1室2厅 , 56.14平米 ,51人关注 , 共2次带看 , 5个月以前发布,315,单价56110元/平米,https://sh.lianjia.com/ershoufang/107002096737.html,普陀,2
满五唯一，房型正气！近地铁！繁华地段，诚意出售,澳门公寓 , 2室2厅 , 99.07平米 ,18人关注 , 共2次带看 , 10个月以前发布,718,单价72475元/平米,https://sh.lianjia.com/ershoufang/107002136603.html,普陀,2
管弄四街坊 一楼带10平米天井 精装修 满五唯一 诚意售,管弄四街坊 , 1室1厅 , 38.81平米 ,20人关注 , 共2次带看 , 9个月以前发布,240,单价61840元/平米,https://sh.lianjia.com/ershoufang/107002144665.html,普陀,2
钥匙房+稀有南北通户型+主卧朝南客厅朝南+南北双阳台,香溢花城(住宅) , 2室2厅 , 115.24平米 ,13人关注 , 共2次带看 , 8个月以前发布,1000,单价86776元/平米,https://sh.lianjia.com/ershoufang/107002199379.html,普陀,3
中区+朝东+售后公房+满5唯一+诚意出售+看房方便,金鹿大楼 , 1室1厅 , 53.99平米 ,47人关注 , 共2次带看 , 一年前发布,450,单价83349元/平米,https://sh.lianjia.com/ershoufang/107000378163.html,黄浦,2
人民广场 02年社区 全南贰房 五年唯壹税少 看房很方便,河畔明珠 , 2室2厅 , 102平米 ,39人关注 , 共4次带看 , 5个月以前发布,900,单价88236元/平米,https://sh.lianjia.com/ershoufang/107000462103.html,黄浦,3
双楠精装钥匙房 采光好 视野佳 走过不要错过,浦三小区 , 2室1厅 , 64.5平米 ,123人关注 , 共6次带看 , 5个月以前发布,332,单价51473元/平米,https://sh.lianjia.com/ershoufang/107000310885.html,浦东,3
小楼昨夜又东风！地铁出来就看到自家露台是种什么体验,生安花苑 , 3室2厅 , 205.07平米 ,58人关注 , 共4次带看 , 10个月以前发布,1300,单价63393元/平米,https://sh.lianjia.com/ershoufang/107000355903.html,浦东,3
配套商品房，近地铁8号线，户型好，看房方便,世华锦城 , 2室1厅 , 79.76平米 ,113人关注 , 共5次带看 , 一年前发布,540,单价67704元/平米,https://sh.lianjia.com/ershoufang/107000428853.html,浦东,3
观景房，满五唯一，税费少，业主诚心出售！,爱家亚洲花园 , 3室2厅 , 112.64平米 ,155人关注 , 共7次带看 , 一年前发布,830,单价73687元/平米,https://sh.lianjia.com/ershoufang/107000485531.html,浦东,3
老静安区+高楼层+老业主委托+可议价格随时看,晋元里 , 3室0厅 , 42.49平米 ,51人关注 , 共2次带看 , 一年前发布,345,单价81196元/平米,https://sh.lianjia.com/ershoufang/107001516403.html,静安,2
满五唯一，无个税，三轨贯通，南京西路板块，雕塑公园,王家沙花苑 , 2室1厅 , 55.45平米 ,21人关注 , 共0次带看 , 一年前发布,550,单价99189元/平米,https://sh.lianjia.com/ershoufang/107001520035.html,静安,2
两房朝南，满五唯一，税费少，价格可谈，看房随时,南阳小区 , 2室1厅 , 69.5平米 ,64人关注 , 共2次带看 , 一年前发布,620,单价89209元/平米,https://sh.lianjia.com/ershoufang/107001691575.html,静安,2
（明园新出急卖）（满五没税）（高区景观）（精装修）,明园森林都市 , 2室2厅 , 95.62平米 ,41人关注 , 共6次带看 , 1个月以前发布,710,单价74253元/平米,https://sh.lianjia.com/ershoufang/107100258095.html,闸北,2
全南精装修，满五唯一无 增值税，产权清晰交易无忧,永和二村 , 2室0厅 , 53.11平米 ,11人关注 , 共6次带看 , 19天以前发布,310,单价58370元/平米,https://sh.lianjia.com/ershoufang/107100366622.html,闸北,3
星洲城三期+满五唯一+随时可看房+南北通两房+降价出售,现代星洲城 , 2室2厅 , 95.87平米 ,64人关注 , 共16次带看 , 3个月以前发布,770,单价80318元/平米,https://sh.lianjia.com/ershoufang/107100067166.html,杨浦,2
2001年建成一楼板式房带大天井南北通,富天苑 , 2室2厅 , 84.35平米 ,65人关注 , 共2次带看 , 5个月以前发布,618,单价73267元/平米,https://sh.lianjia.com/ershoufang/107000207909.html,杨浦,2
安波路200弄 3室2厅 685万,安波路200弄 , 3室2厅 , 104.72平米 ,53人关注 , 共1次带看 , 一年前发布,685,单价65413元/平米,https://sh.lianjia.com/ershoufang/107000311521.html,杨浦,2
福阳大厦 3室1厅 630万,福阳大厦 , 3室1厅 , 104平米 ,81人关注 , 共1次带看 , 9个月以前发布,630,单价60577元/平米,https://sh.lianjia.com/ershoufang/107000602555.html,杨浦,2
嘉富小区 2室1厅 210万,嘉富小区 , 2室1厅 , 69.52平米 ,49人关注 , 共0次带看 , 6个月以前发布,210,单价30208元/平米,https://sh.lianjia.com/ershoufang/107002287893.html,嘉定,3
多层二楼满五唯一，前后无遮挡采光好，一梯两户有钥匙,曹江公寓 , 2室1厅 , 68.39平米 ,66人关注 , 共20次带看 , 5个月以前发布,270,单价39480元/平米,https://sh.lianjia.com/ershoufang/107002331277.html,嘉定,3
南北通透正规两居室+采光好+诚意出售,水岸金桥苑 , 2室2厅 , 74.57平米 ,61人关注 , 共10次带看 , 3个月以前发布,318,单价42645元/平米,https://sh.lianjia.com/ershoufang/107100142190.html,嘉定,3
御龙首 府 联排别墅 看房随时 我们有钥匙 性 价比高,御龙名邸 , 4室2厅 , 202平米 ,2人关注 , 共0次带看 , 11个月以前发布,550,单价27228元/平米,https://sh.lianjia.com/ershoufang/107002086607.html,金山,2
绿地金卫新家园 3室2厅 248万,绿地金卫新家园 , 3室2厅 , 118平米 ,0人关注 , 共0次带看 , 10个月以前发布,248,单价21017元/平米,https://sh.lianjia.com/ershoufang/107002138265.html,金山,2
正荣御首府 2室2厅 210万,正荣御首府 , 2室2厅 , 88平米 ,2人关注 , 共0次带看 , 9个月以前发布,210,单价23864元/平米,https://sh.lianjia.com/ershoufang/107002150301.html,金山,2
蓝堡公馆 5室3厅 520万,蓝堡公馆 , 5室3厅 , 204平米 ,4人关注 , 共0次带看 , 8个月以前发布,520,单价25491元/平米,https://sh.lianjia.com/ershoufang/107002224263.html,金山,3
带阁楼，单价低  钥匙房看房方便,中华小区 , 1室0厅 , 37.02平米 ,364人关注 , 共5次带看 , 一年前发布,230,单价62129元/平米,https://sh.lianjia.com/ershoufang/107001902571.html,长宁,3
业主置换，已看中自己想要的房源，现急售，,华松小区 , 2室1厅 , 65.48平米 ,111人关注 , 共1次带看 , 一年前发布,325,单价49634元/平米,https://sh.lianjia.com/ershoufang/107002006309.html,长宁,3
镇宁路545弄 3室1厅 709万,镇宁路545弄 , 3室1厅 , 96.5平米 ,99人关注 , 共3次带看 , 6个月以前发布,709,单价73472元/平米,https://sh.lianjia.com/ershoufang/107002039071.html,长宁,3
两房朝南，配套齐全，房东诚意出售，看房方便,馨虹小区 , 2室1厅 , 65.08平米 ,35人关注 , 共1次带看 , 11个月以前发布,385,单价59158元/平米,https://sh.lianjia.com/ershoufang/107002090253.html,长宁,3
实验学 区 楼层好 装修好 配套完善 生活方便,华骥苑 , 2室1厅 , 89.47平米 ,16人关注 , 共0次带看 , 10个月以前发布,280,单价31296元/平米,https://sh.lianjia.com/ershoufang/107000630729.html,青浦,2
精装修，满五年唯一，税费少，近徐泾东，区位好。,光联公寓 , 3室2厅 , 123平米 ,47人关注 , 共0次带看 , 一年前发布,450,单价36586元/平米,https://sh.lianjia.com/ershoufang/107000661603.html,青浦,2
西郊半岛名苑 5室2厅 680万,西郊半岛名苑 , 5室2厅 , 262平米 ,53人关注 , 共0次带看 , 一年前发布,680,单价25955元/平米,https://sh.lianjia.com/ershoufang/107000788373.html,青浦,2
夏阳金城 3室1厅 270万,夏阳金城 , 3室1厅 , 84.75平米 ,24人关注 , 共0次带看 , 一年前发布,270,单价31859元/平米,https://sh.lianjia.com/ershoufang/107001268249.html,青浦,2
仁恒运杰河滨花园 2室1厅 325万,仁恒运杰河滨花园 , 2室1厅 , 89.98平米 ,4人关注 , 共0次带看 , 8个月以前发布,325,单价36120元/平米,https://sh.lianjia.com/ershoufang/107001378205.html,青浦,2
绿地长岛 70年产权  随时可看房 业主诚意出售,绿地长岛 , 3室2厅 , 139平米 ,3人关注 , 共0次带看 , 2个月以前发布,260,单价18706元/平米,https://sh.lianjia.com/ershoufang/107100183687.html,上海周边,2
乍浦东方巴黎城 1室1厅 60万,乍浦东方巴黎城 , 1室1厅 , 55.9平米 ,17人关注 , 共0次带看 , 2个月以前发布,60,单价10734元/平米,https://sh.lianjia.com/ershoufang/107100204286.html,上海周边,2
诚心出售，有钥匙，看房随时，.,鑫苑国际城市花园 , 2室1厅 , 89平米 ,48人关注 , 共0次带看 , 2个月以前发布,130,单价14607元/平米,https://sh.lianjia.com/ershoufang/107100217008.html,上海周边,2
欣园新邨 低区 满五唯一 价格可大谈 全明,欣园新邨 , 3室1厅 , 76.69平米 ,19人关注 , 共5次带看 , 6个月以前发布,540,单价70414元/平米,https://sh.lianjia.com/ershoufang/107001607283.html,徐汇,2
看房方便+对付款方式没有要求+专业经纪人介绍,零陵小区 , 1室1厅 , 47平米 ,34人关注 , 共0次带看 , 一年前发布,360,单价76596元/平米,https://sh.lianjia.com/ershoufang/107001751597.html,徐汇,2
售后公房，满五年唯一，零税费，双南双天井。,寿祥坊 , 2室1厅 , 52.64平米 ,44人关注 , 共8次带看 , 5个月以前发布,348,单价66110元/平米,https://sh.lianjia.com/ershoufang/107001776295.html,徐汇,2
赠送6㎡天井，近中山医院和地铁，拎包入住，采光不挡,西木小区 , 1室1厅 , 36.12平米 ,113人关注 , 共18次带看 , 11个月以前发布,270,单价74751元/平米,https://sh.lianjia.com/ershoufang/107002079093.html,徐汇,2
又降10万 近六院、地铁1/12号线 售后公房，满五 唯一,田林十二村 , 2室0厅 , 50.13平米 ,11人关注 , 共0次带看 , 7个月以前发布,410,单价81788元/平米,https://sh.lianjia.com/ershoufang/107002264903.html,徐汇,2
长桥四村电梯2房.适合自行居住.售后公房  满五唯一,长桥四村 , 2室1厅 , 68.31平米 ,1人关注 , 共0次带看 , 7天以前发布,341,单价49920元/平米,https://sh.lianjia.com/ershoufang/107100402515.html,徐汇,2
本小区的商品房 双南户型 花园位置 满五唯一 置换出售,静安新城一区 , 2室2厅 , 68.56平米 ,170人关注 , 共7次带看 , 6个月以前发布,380,单价55426元/平米,https://sh.lianjia.com/ershoufang/107000490031.html,闵行,2
东苑半岛花园  三室两厅两卫 850 电梯景观 看房方便！,东苑半岛花园(公寓) , 3室2厅 , 117.38平米 ,53人关注 , 共4次带看 , 一年前发布,850,单价72415元/平米,https://sh.lianjia.com/ershoufang/107000525545.html,闵行,2
爱庐世纪新苑 电梯2房 采光充足 满五年,爱庐世纪新苑 , 2室2厅 , 82.69平米 ,122人关注 , 共5次带看 , 10个月以前发布,315,单价38095元/平米,https://sh.lianjia.com/ershoufang/107000597057.html,闵行,2
品质小区，户型方正，楼层佳位置好，出行方便。,阳光美景城 , 3室2厅 , 134.81平米 ,54人关注 , 共7次带看 , 一年前发布,890,单价66019元/平米,https://sh.lianjia.com/ershoufang/107001124923.html,闵行,2
中城绿苑 婚房装修，满五唯一，读书未用，业主诚意卖,中城绿苑 , 2室2厅 , 85.96平米 ,49人关注 , 共5次带看 , 一年前发布,535,单价62239元/平米,https://sh.lianjia.com/ershoufang/107001209627.html,闵行,3
远洋7号精装地铁花园洋房，拎包及住,远洋7号 , 3室2厅 , 102.34平米 ,125人关注 , 共6次带看 , 10个月以前发布,425,单价41529元/平米,https://sh.lianjia.com/ershoufang/107001423101.html,宝山,2
南北通透    楼层佳  位置好  精装自住,宝景苑 , 2室2厅 , 88.3平米 ,61人关注 , 共3次带看 , 11个月以前发布,480,单价54361元/平米,https://sh.lianjia.com/ershoufang/107001448413.html,宝山,2
小区一房总价低。诚意出售。精装修,经纬观澜弘郡家园(三期) , 1室1厅 , 60.08平米 ,62人关注 , 共3次带看 , 7个月以前发布,338,单价56259元/平米,https://sh.lianjia.com/ershoufang/107001620129.html,宝山,3
9号线/东华附属/带小花园/两房南北直通/户型正/急售,久阳文华府邸(公寓) , 2室1厅 , 68.38平米 ,190人关注 , 共4次带看 , 一年前发布,230,单价33636元/平米,https://sh.lianjia.com/ershoufang/107000728961.html,松江,2
九峰小区 72.09平南北通2房 户型正气,九峰小区 , 2室2厅 , 72.09平米 ,89人关注 , 共4次带看 , 10个月以前发布,255,单价35373元/平米,https://sh.lianjia.com/ershoufang/107000891925.html,松江,2
名庭花苑中间位置，全明户型，已改三房，南北正通！,名庭花苑 , 2室2厅 , 116.97平米 ,31人关注 , 共7次带看 , 8个月以前发布,385,单价32915元/平米,https://sh.lianjia.com/ershoufang/107001038169.html,松江,3
闸园新村简装三房，全明户型，楼层好位置佳,闸园新村 , 3室1厅 , 78.21平米 ,47人关注 , 共1次带看 , 10个月以前发布,189,单价24166元/平米,https://sh.lianjia.com/ershoufang/107002118139.html,奉贤,2
满五唯一免个税！精装修，中间楼层，随时看，诚心出售,绿色家园 , 2室2厅 , 89平米 ,34人关注 , 共1次带看 , 7个月以前发布,235,单价26405元/平米,https://sh.lianjia.com/ershoufang/107002233615.html,奉贤,2
精装修 满五唯一税费少 小区环境好,招商南桥雅苑 , 2室2厅 , 82.55平米 ,37人关注 , 共1次带看 , 5个月以前发布,255,单价30891元/平米,https://sh.lianjia.com/ershoufang/107002325743.html,奉贤,2
巨龙台湾城，精装两房，南北通透，满五唯一少税,巨龙台湾城 , 2室2厅 , 84平米 ,17人关注 , 共2次带看 , 3个月以前发布,229,单价27262元/平米,https://sh.lianjia.com/ershoufang/107100084698.html,奉贤,2
居家大三房，南北通透，电梯中区，满五唯一，诚意出售,中环家园 , 3室2厅 , 133.01平米 ,24人关注 , 共2次带看 , 8个月以前发布,870,单价65409元/平米,https://sh.lianjia.com/ershoufang/107002202287.html,普陀,3
七号线新村路地铁站，配套齐全，采光好，电梯房.,金原新苑 , 2室1厅 , 81.54平米 ,65人关注 , 共1次带看 , 8个月以前发布,460,单价56415元/平米,https://sh.lianjia.com/ershoufang/107002202597.html,普陀,3
双南双天井，采光好，前后楼间距开阔。,清涧七街坊 , 2室1厅 , 64.52平米 ,9人关注 , 共3次带看 , 7个月以前发布,348,单价53937元/平米,https://sh.lianjia.com/ershoufang/107002246453.html,普陀,3
上外大同、 双地铁线 、满五唯一 、高区阳光好,弘辉名苑 , 3室2厅 , 132.35平米 ,50人关注 , 共4次带看 , 一年前发布,1350,单价102003元/平米,https://sh.lianjia.com/ershoufang/107000475003.html,黄浦,3
民国时期老房子+售后老公寓+满五年唯一 原始格局,茂名南路134号 , 3室0厅 , 109.97平米 ,75人关注 , 共4次带看 , 一年前发布,1100,单价100028元/平米,https://sh.lianjia.com/ershoufang/107001019487.html,黄浦,3
上外大同 地铁4/8 总价低  看房方便 业主委托,弘辉名苑 , 3室2厅 , 140.84平米 ,266人关注 , 共1次带看 , 一年前发布,990,单价70293元/平米,https://sh.lianjia.com/ershoufang/107001091571.html,黄浦,3
瞿西新村 2室1厅 470万,瞿西新村 , 2室1厅 , 63.32平米 ,77人关注 , 共1次带看 , 一年前发布,470,单价74227元/平米,https://sh.lianjia.com/ershoufang/107001211605.html,黄浦,3
地铁11号线6号线03年新小区户型好南北通透,盛源公寓 , 3室2厅 , 115.7平米 ,114人关注 , 共4次带看 , 一年前发布,650,单价56180元/平米,https://sh.lianjia.com/ershoufang/107000527557.html,浦东,3
2079弄出北门就是11号线 上家没税，垫高一楼花园大,浦发绿城 , 3室2厅 , 93.42平米 ,107人关注 , 共10次带看 , 7个月以前发布,438,单价46886元/平米,https://sh.lianjia.com/ershoufang/107000552925.html,浦东,3
南北两房  楼层佳采光好 满五唯一无个税 看房方便！,浦发绿城 , 2室1厅 , 82.3平米 ,106人关注 , 共4次带看 , 8个月以前发布,398,单价48360元/平米,https://sh.lianjia.com/ershoufang/107000562231.html,浦东,3
茂名公寓诚意两房，精装修，售后公房唯一,茂名公寓 , 2室1厅 , 67.8平米 ,50人关注 , 共1次带看 , 一年前发布,730,单价107670元/平米,https://sh.lianjia.com/ershoufang/107001851183.html,静安,2
恒隆边上，小户型电梯房，西南不靠马路，理财过渡精选,新江大楼 , 1室0厅 , 35.69平米 ,84人关注 , 共5次带看 , 一年前发布,320,单价89661元/平米,https://sh.lianjia.com/ershoufang/107001995763.html,静安,2
楼层贰楼+带租约出售+精户型装修,又一村(静安) , 2室2厅 , 52平米 ,3人关注 , 共2次带看 , 10个月以前发布,650,单价125000元/平米,https://sh.lianjia.com/ershoufang/107002115799.html,静安,2
"满五唯一，苏州河边上，汉中路地铁口1,12,13号线50米",金峰大厦 , 3室2厅 , 119.33平米 ,49人关注 , 共0次带看 , 一年前发布,750,单价62851元/平米,https://sh.lianjia.com/ershoufang/107000069035.html,闸北,3
阳城贵都 地铁口 大融城旁 精装两房,阳城贵都 , 2室2厅 , 124.73平米 ,79人关注 , 共0次带看 , 一年前发布,730,单价58527元/平米,https://sh.lianjia.com/ershoufang/107000299757.html,闸北,3
精装两房， 电梯房，靠 近地铁，满五唯一,永和家园 , 2室2厅 , 94.3平米 ,60人关注 , 共0次带看 , 一年前发布,635,单价67339元/平米,https://sh.lianjia.com/ershoufang/107002045075.html,闸北,3
和玉苑 满五唯一税少 精装修 一南一北两房 景观房,和玉苑 , 2室2厅 , 98.84平米 ,200人关注 , 共0次带看 , 10个月以前发布,695,单价70316元/平米,https://sh.lianjia.com/ershoufang/107002137463.html,闸北,3
文化花园三期，南北通透，楼层佳 690万,文化花园香榭丽苑 , 2室2厅 , 98.38平米 ,97人关注 , 共2次带看 , 一年前发布,688,单价69933元/平米,https://sh.lianjia.com/ershoufang/107000615787.html,杨浦,2
房东诚意卖，浣纱雅苑03年商品房，南北两房，装修好,浣纱六村 , 2室2厅 , 94.91平米 ,69人关注 , 共1次带看 , 一年前发布,685,单价72174元/平米,https://sh.lianjia.com/ershoufang/107000713315.html,杨浦,2
控江东三村 2室1厅 285万,控江东三村 , 2室1厅 , 46.04平米 ,100人关注 , 共3次带看 , 一年前发布,285,单价61903元/平米,https://sh.lianjia.com/ershoufang/107001019635.html,杨浦,2
自住精装修，温馨一房小户型，普小分校，近地铁,盘古天地 , 1室2厅 , 69.41平米 ,40人关注 , 共12次带看 , 2个月以前发布,280,单价40341元/平米,https://sh.lianjia.com/ershoufang/107100213082.html,嘉定,3
动迁房满五唯一，电梯房双南户型，婚房装修！,金鹤新城城杰苑 , 2室2厅 , 75.07平米 ,36人关注 , 共8次带看 , 2个月以前发布,315,单价41961元/平米,https://sh.lianjia.com/ershoufang/107100224244.html,嘉定,3
好世皇马苑 精装大三房 位置好 保养好 看房便捷,好世皇马苑 , 3室2厅 , 140.08平米 ,13人关注 , 共6次带看 , 1个月以前发布,640,单价45689元/平米,https://sh.lianjia.com/ershoufang/107100263236.html,嘉定,3
13号线地铁口150米+精装修2年+主卧朝南厅朝北+诚售,金丰新村 , 2室1厅 , 70.98平米 ,129人关注 , 共13次带看 , 5个月以前发布,345,单价48606元/平米,https://sh.lianjia.com/ershoufang/107002321617.html,嘉定,3
总价低、单价低、边套采光好、双南房间大,嘉宝小区 , 2室1厅 , 79.16平米 ,30人关注 , 共1次带看 , 5个月以前发布,280,单价35372元/平米,https://sh.lianjia.com/ershoufang/107002316485.html,嘉定,3
绿地金卫新家园 2室2厅 200万,绿地金卫新家园 , 2室2厅 , 100平米 ,2人关注 , 共0次带看 , 7个月以前发布,200,单价20000元/平米,https://sh.lianjia.com/ershoufang/107002256887.html,金山,3
采光优秀 温馨之家 好房好心情 幸福之家,绿地金卫新家园 , 1室2厅 , 78平米 ,3人关注 , 共0次带看 , 7个月以前发布,165,单价21154元/平米,https://sh.lianjia.com/ershoufang/107002259649.html,金山,3
满五唯一 诚意出售 价格可谈 采光充足 位置好,御景龙庭 , 2室2厅 , 92平米 ,1人关注 , 共0次带看 , 6个月以前发布,225,单价24457元/平米,https://sh.lianjia.com/ershoufang/107002260085.html,金山,3
赞成红树林 5室2厅 630万,赞成红树林 , 5室2厅 , 250平米 ,0人关注 , 共0次带看 , 6个月以前发布,630,单价25200元/平米,https://sh.lianjia.com/ershoufang/107002267391.html,金山,3
城西花苑 2室2厅 158万,城西花苑 , 2室2厅 , 103平米 ,12人关注 , 共0次带看 , 6个月以前发布,158,单价15340元/平米,https://sh.lianjia.com/ershoufang/107002270307.html,金山,3
采光优秀 温馨之家 好房好心情 幸福之家,绿地金卫新家园 , 1室2厅 , 75.83平米 ,0人关注 , 共0次带看 , 6个月以前发布,200,单价26375元/平米,https://sh.lianjia.com/ershoufang/107002278333.html,金山,3
钥匙房 全南户型 产权清晰  生活交通方便,兆丰花园 , 3室2厅 , 156平米 ,33人关注 , 共7次带看 , 10个月以前发布,1250,单价80129元/平米,https://sh.lianjia.com/ershoufang/107002104025.html,长宁,3
满五唯一  南北通透  精装修  拎包入住,淞虹公寓 , 2室2厅 , 85.28平米 ,278人关注 , 共3次带看 , 10个月以前发布,496,单价58162元/平米,https://sh.lianjia.com/ershoufang/107002134377.html,长宁,3
双南户型，客厅朝南，拎包入住。业主诚意,中山公寓 , 3室2厅 , 148.93平米 ,32人关注 , 共3次带看 , 9个月以前发布,1298,单价87156元/平米,https://sh.lianjia.com/ershoufang/107002157925.html,长宁,3
中层大两房，视野采光好，总价、单价低，房东诚售,中宁大厦 , 2室2厅 , 113.82平米 ,41人关注 , 共1次带看 , 9个月以前发布,699,单价61413元/平米,https://sh.lianjia.com/ershoufang/107002174603.html,长宁,3
精装三房 南北通透户型 满两 家电家具全送 拎包入住,泾港公寓 , 3室2厅 , 133.87平米 ,50人关注 , 共0次带看 , 一年前发布,360,单价26892元/平米,https://sh.lianjia.com/ershoufang/107001527029.html,青浦,2
胜利路204弄，小三房，两房朝南，全明户型，看中可谈,胜利路204弄 , 3室1厅 , 82.76平米 ,30人关注 , 共0次带看 , 6个月以前发布,240,单价29000元/平米,https://sh.lianjia.com/ershoufang/107001527387.html,青浦,2
庆丰新村 业主诚心出售 钥匙房 随便看 价格可谈,庆丰新村 , 3室1厅 , 95.32平米 ,11人关注 , 共0次带看 , 一年前发布,315,单价33047元/平米,https://sh.lianjia.com/ershoufang/107001666037.html,青浦,2
满五唯一税费少，精装可拎包入住，得房率高。,佳丽花园 , 3室2厅 , 132.13平米 ,14人关注 , 共1次带看 , 一年前发布,360,单价27246元/平米,https://sh.lianjia.com/ershoufang/107001736981.html,青浦,2
精装三房业主诚心卖，要看房随时找我呀，我帮你安排,蓬莱山庄 , 3室2厅 , 137.08平米 ,34人关注 , 共0次带看 , 一年前发布,340,单价24804元/平米,https://sh.lianjia.com/ershoufang/107001753405.html,青浦,2
小三房，全明户型，采光好，配套齐全,盈中新村 , 3室1厅 , 58.12平米 ,16人关注 , 共0次带看 , 一年前发布,175,单价30111元/平米,https://sh.lianjia.com/ershoufang/107001760957.html,青浦,2
仅有一套，稀*缺房源，先到先得，诚心出售,秦峰公寓 , 3室1厅 , 111.41平米 ,44人关注 , 共0次带看 , 2个月以前发布,106,单价9515元/平米,https://sh.lianjia.com/ershoufang/107100221415.html,上海周边,2
富力湾 2室2厅 145万,富力湾 , 2室2厅 , 89.5平米 ,2人关注 , 共0次带看 , 1个月以前发布,145,单价16202元/平米,https://sh.lianjia.com/ershoufang/107100256953.html,上海周边,2
鑫苑国际城市花园 4室2厅 210万,鑫苑国际城市花园 , 4室2厅 , 111.46平米 ,8人关注 , 共0次带看 , 1个月以前发布,210,单价18841元/平米,https://sh.lianjia.com/ershoufang/107100264590.html,上海周边,2
保利·西塘越 3室2厅 135万,保利·西塘越 , 3室2厅 , 92.21平米 ,8人关注 , 共0次带看 , 1个月以前发布,135,单价14641元/平米,https://sh.lianjia.com/ershoufang/107100315537.html,上海周边,2
95年加·盖，满五年唯·一，税费低！位置不沿街，安静,日晖六村 , 2室1厅 , 67.37平米 ,16人关注 , 共0次带看 , 27天以前发布,450,单价66796元/平米,https://sh.lianjia.com/ershoufang/107100342266.html,徐汇,2
采光好 装修好 看房随时可看 房东诚意 重要的是便宜,月季园(徐汇) , 2室1厅 , 82.1平米 ,179人关注 , 共4次带看 , 一年前发布,420,单价51158元/平米,https://sh.lianjia.com/ershoufang/107000294399.html,徐汇,2
地铁口 求知 电梯全明大两房 诚意出售 看房方便,金海大厦 , 2室2厅 , 85.48平米 ,56人关注 , 共7次带看 , 9个月以前发布,550,单价64343元/平米,https://sh.lianjia.com/ershoufang/107000333117.html,徐汇,2
万科开发~9号线地铁口~明强2小~南北3房~成熟配套,万科城市花园 , 3室2厅 , 116.33平米 ,115人关注 , 共12次带看 , 一年前发布,546,单价46936元/平米,https://sh.lianjia.com/ershoufang/107001365405.html,闵行,3
沁春园三村 3室2厅 600万,沁春园三村 , 3室2厅 , 121.76平米 ,108人关注 , 共5次带看 , 10个月以前发布,600,单价49278元/平米,https://sh.lianjia.com/ershoufang/107001623089.html,闵行,3
房本满五年，有产权车位，高区，视野无遮挡，南北双景,春申景城MIDTOWN , 3室2厅 , 154.56平米 ,38人关注 , 共9次带看 , 一年前发布,1180,单价76346元/平米,https://sh.lianjia.com/ershoufang/107001705659.html,闵行,3
瑞和新苑 高层 满五唯一 精装全配,瑞和新苑江航路60弄 , 2室2厅 , 74.02平米 ,148人关注 , 共5次带看 , 一年前发布,265,单价35802元/平米,https://sh.lianjia.com/ershoufang/107001725277.html,闵行,3
淞南镇好地段，全明小户型出售 业主置换 诚心急卖.,淞南三村 , 2室1厅 , 57.42平米 ,97人关注 , 共4次带看 , 6个月以前发布,240,单价41798元/平米,https://sh.lianjia.com/ershoufang/107001631199.html,宝山,3
可眺望东方明珠，推窗见景，南北通透，出行方便,嘉骏花苑 , 2室1厅 , 80.07平米 ,34人关注 , 共6次带看 , 一年前发布,438,单价54703元/平米,https://sh.lianjia.com/ershoufang/107001736181.html,宝山,3
顾村公园、人车分流、央企打造、精装两房、满五唯一,保利叶上海(一期) , 2室2厅 , 80平米 ,166人关注 , 共1次带看 , 8个月以前发布,390,单价48750元/平米,https://sh.lianjia.com/ershoufang/107001772431.html,宝山,3
两南一北 精装三房 满五唯一 随时看房,世纪新城 , 3室2厅 , 119.78平米 ,42人关注 , 共2次带看 , 一年前发布,450,单价37569元/平米,https://sh.lianjia.com/ershoufang/107001087953.html,松江,3
九号线地铁房 一手动迁+户型方正 拎包入住,新凯一期 , 2室2厅 , 81.84平米 ,244人关注 , 共1次带看 , 一年前发布,276,单价33725元/平米,https://sh.lianjia.com/ershoufang/107001207369.html,松江,3
纯别墅小区  公寓价格买别墅 满五唯一 看房联系维护人,依云郡(公寓) , 3室2厅 , 162.18平米 ,16人关注 , 共4次带看 , 5个月以前发布,745,单价45937元/平米,https://sh.lianjia.com/ershoufang/107001506499.html,松江,3
